"","V1","V2"
"1",17.5617657622121,19.1113333294661
"2",17.3895915880728,19.2835075036055
"3",17.2174174139334,19.2835075036055
"4",17.0452432397941,19.4556816777448
"5",16.8730690656548,19.6278558518841
"6",16.7008948915154,19.8000300260235
"7",16.7008948915154,19.9722042001628
"8",16.5287207173761,20.1443783743021
"9",16.5287207173761,20.3165525484415
"10",16.5287207173761,20.4887267225808
"11",16.3565465432368,20.6609008967201
"12",16.3565465432368,20.8330750708595
"13",16.1843723690974,21.0052492449988
"14",16.1843723690974,21.1774234191381
"15",16.0121981949581,21.3495975932775
"16",16.0121981949581,21.5217717674168
"17",15.8400240208188,21.6939459415561
"18",15.8400240208188,21.8661201156955
"19",15.8400240208188,22.0382942898348
"20",15.6678498466794,22.2104684639741
"21",15.6678498466794,22.3826426381135
"22",15.6678498466794,22.5548168122528
"23",15.6678498466794,22.7269909863921
"24",15.4956756725401,22.8991651605315
"25",15.4956756725401,23.0713393346708
"26",15.3235014984008,23.2435135088102
"27",15.3235014984008,23.4156876829495
"28",15.1513273242614,23.5878618570888
"29",15.1513273242614,23.7600360312282
"30",15.1513273242614,23.9322102053675
"31",14.9791531501221,24.1043843795068
"32",14.9791531501221,24.2765585536462
"33",14.9791531501221,24.4487327277855
"34",14.9791531501221,24.6209069019248
"35",14.8069789759828,24.7930810760642
"36",14.8069789759828,24.9652552502035
"37",14.8069789759828,25.1374294243428
"38",14.6348048018434,25.3096035984822
"39",14.6348048018434,25.4817777726215
"40",14.4626306277041,25.6539519467608
"41",14.4626306277041,25.8261261209002
"42",14.4626306277041,25.9983002950395
"43",14.2904564535648,26.1704744691788
"44",14.2904564535648,26.3426486433182
"45",14.1182822794254,26.5148228174575
"46",14.1182822794254,26.6869969915968
"47",14.1182822794254,26.8591711657362
"48",13.9461081052861,27.0313453398755
"49",13.9461081052861,27.2035195140148
"50",13.9461081052861,27.3756936881542
"51",13.9461081052861,27.5478678622935
"52",13.7739339311468,27.7200420364328
"53",13.7739339311468,27.8922162105722
"54",13.7739339311468,28.0643903847115
"55",13.7739339311468,28.2365645588509
"56",13.7739339311468,28.4087387329902
"57",13.7739339311468,28.5809129071295
"58",13.7739339311468,28.7530870812689
"59",13.7739339311468,28.9252612554082
"60",13.6017597570074,29.0974354295475
"61",13.6017597570074,29.2696096036869
"62",13.6017597570074,29.4417837778262
"63",13.6017597570074,29.6139579519655
"64",13.6017597570074,29.7861321261049
"65",13.6017597570074,29.9583063002442
"66",13.6017597570074,30.1304804743835
"67",13.4295855828681,30.3026546485229
"68",13.4295855828681,30.4748288226622
"69",13.4295855828681,30.6470029968015
"70",13.4295855828681,30.8191771709409
"71",13.4295855828681,30.9913513450802
"72",13.4295855828681,31.1635255192195
"73",13.4295855828681,31.3356996933589
"74",13.2574114087288,31.5078738674982
"75",13.2574114087288,31.6800480416375
"76",13.2574114087288,31.8522222157769
"77",13.2574114087288,32.0243963899162
"78",13.2574114087288,32.1965705640555
"79",13.2574114087288,32.3687447381949
"80",13.2574114087288,32.5409189123342
"81",13.2574114087288,32.7130930864735
"82",13.2574114087288,32.8852672606129
"83",13.2574114087288,33.0574414347522
"84",13.2574114087288,33.2296156088915
"85",13.2574114087288,33.4017897830309
