"","V1","V2"
"1",266,183
"2",265,184
"3",264,185
"4",264,186
"5",263,187
"6",263,188
"7",262,189
"8",262,190
"9",261,191
"10",260,192
"11",259,193
"12",258,194
"13",258,195
"14",257,196
"15",257,197
"16",256,198
"17",256,199
"18",255,200
"19",254,201
"20",253,202
"21",252,203
"22",251,204
"23",250,205
"24",249,206
"25",248,207
"26",247,208
"27",246,209
"28",245,210
"29",244,211
"30",243,212
"31",243,213
"32",242,214
"33",242,215
"34",241,216
"35",241,217
"36",241,218
"37",240,219
"38",240,220
"39",239,221
"40",239,222
"41",238,223
"42",238,224
"43",237,225
"44",237,226
"45",236,227
"46",236,228
"47",236,229
"48",236,230
"49",236,231
"50",236,232
"51",236,233
"52",235,234
"53",235,235
"54",235,236
"55",235,237
"56",235,238
"57",234,239
"58",234,240
"59",234,241
"60",234,242
"61",234,243
"62",234,244
"63",234,245
"64",234,246
"65",234,247
"66",233,248
"67",233,249
"68",232,250
"69",231,251
"70",231,252
"71",230,253
"72",229,254
"73",228,255
"74",227,256
"75",227,257
"76",226,258
"77",225,259
"78",224,260
"79",223,260
"80",222,261
"81",222,262
"82",221,263
"83",221,264
"84",221,265
"85",220,266
"86",220,267
"87",219,268
"88",219,269
"89",218,270
"90",218,271
"91",217,272
"92",217,273
"93",217,274
"94",216,275
"95",216,276
"96",216,277
"97",216,278
"98",216,279
"99",216,280
"100",215,281
"101",215,282
"102",214,283
"103",214,284
"104",213,285
"105",212,286
"106",211,287
"107",211,288
"108",210,289
"109",210,290
"110",209,291
"111",209,292
"112",208,293
"113",207,294
"114",206,295
"115",206,296
"116",205,297
"117",204,298
"118",204,299
"119",203,300
"120",202,301
"121",201,302
"122",200,303
"123",199,304
"124",198,305
"125",197,306
"126",196,307
"127",196,308
"128",195,309
"129",194,310
"130",193,311
"131",193,312
"132",192,313
"133",191,314
"134",191,315
"135",190,316
"136",190,317
"137",189,318
"138",189,319
"139",188,320
"140",188,321
"141",187,322
"142",186,323
"143",185,324
"144",184,325
"145",183,326
"146",182,327
"147",182,328
"148",181,329
"149",180,330
"150",179,331
"151",178,332
"152",177,333
"153",177,334
"154",176,335
"155",175,336
"156",175,337
"157",174,338
"158",174,339
"159",174,340
"160",174,341
"161",173,342
"162",173,343
"163",172,344
"164",172,345
"165",171,346
"166",170,347
"167",170,348
"168",170,349
"169",169,350
"170",169,351
"171",169,352
"172",168,353
"173",168,354
"174",167,355
"175",167,356
"176",166,357
"177",166,358
"178",165,359
"179",165,360
"180",165,361
"181",165,362
"182",164,363
"183",164,364
"184",164,365
"185",165,366
"186",165,367
"187",165,368
"188",165,369
"189",165,370
"190",165,371
"191",165,372
"192",165,373
"193",165,374
"194",165,375
"195",165,376
"196",164,377
"197",164,378
"198",163,379
"199",163,380
"200",162,381
"201",162,382
"202",162,383
"203",162,384
"204",162,385
"205",162,386
"206",161,387
"207",161,388
"208",161,389
"209",161,390
"210",161,391
"211",161,392
"212",161,393
"213",161,394
"214",160,395
"215",160,396
"216",160,397
"217",160,398
"218",160,399
"219",159,400
"220",159,401
"221",158,402
"222",158,403
"223",158,404
"224",158,405
"225",158,406
"226",158,407
"227",158,408
"228",158,409
"229",158,410
"230",158,411
"231",158,412
"232",159,413
"233",159,414
"234",159,415
"235",159,416
"236",159,417
"237",159,418
"238",160,419
"239",160,420
"240",161,421
"241",161,422
"242",162,423
"243",162,424
"244",162,425
"245",162,426
"246",162,427
"247",161,428
"248",161,429
"249",161,430
"250",161,431
"251",160,432
"252",160,433
"253",160,434
"254",159,435
"255",158,436
"256",158,437
"257",157,438
"258",157,439
"259",157,440
"260",156,441
"261",156,442
"262",156,443
"263",155,444
"264",155,445
"265",154,446
"266",153,447
"267",153,448
"268",153,449
"269",152,450
"270",152,451
"271",152,452
"272",152,453
"273",152,454
"274",151,455
"275",151,456
"276",151,457
"277",151,458
"278",150,459
"279",150,460
"280",150,461
"281",149,462
"282",149,463
"283",149,464
"284",149,465
"285",149,466
"286",148,467
"287",148,468
"288",149,469
"289",149,470
"290",149,471
"291",149,472
"292",149,473
"293",149,474
"294",149,475
"295",149,476
"296",149,477
"297",149,478
"298",150,479
"299",150,480
"300",150,481
"301",150,482
"302",150,483
"303",150,484
"304",150,485
"305",150,486
"306",150,487
"307",151,488
"308",151,489
"309",151,490
"310",151,491
"311",151,492
"312",151,493
"313",151,494
"314",151,495
"315",152,496
"316",152,497
"317",152,498
"318",152,499
"319",152,500
"320",152,501
"321",153,502
"322",153,503
"323",153,504
"324",153,505
"325",153,506
"326",153,507
"327",153,508
"328",153,509
"329",153,510
"330",153,511
"331",153,512
"332",153,513
"333",153,514
"334",152,515
"335",152,516
"336",152,517
"337",152,518
"338",153,519
"339",153,520
"340",153,521
"341",153,522
"342",153,523
"343",153,524
"344",153,525
"345",153,526
"346",153,527
"347",153,528
"348",153,529
"349",153,530
"350",152,531
"351",152,532
"352",151,533
"353",151,534
"354",150,535
"355",150,536
"356",150,537
"357",150,538
"358",150,539
"359",150,540
"360",150,541
"361",150,542
"362",149,543
"363",149,544
"364",149,545
"365",149,546
"366",149,547
"367",149,548
"368",149,549
"369",149,550
"370",149,551
"371",149,552
"372",149,553
"373",149,554
"374",149,555
"375",149,556
"376",149,557
"377",149,558
"378",149,559
"379",149,560
"380",150,561
"381",150,562
"382",150,563
"383",150,564
"384",150,565
"385",150,566
"386",150,567
"387",150,568
"388",150,569
"389",150,570
"390",150,571
"391",149,572
"392",149,573
"393",149,574
"394",149,575
"395",149,576
"396",149,577
"397",149,578
"398",149,579
"399",149,580
"400",149,581
"401",149,582
"402",148,583
"403",148,584
"404",148,585
"405",148,586
"406",148,587
"407",148,588
"408",147,589
"409",147,590
"410",147,591
"411",147,592
"412",147,593
"413",147,594
"414",147,595
"415",147,596
"416",147,597
"417",147,598
"418",147,599
"419",147,600
"420",147,601
"421",147,602
"422",147,603
"423",147,604
"424",147,605
"425",147,606
"426",148,607
"427",148,608
"428",147,609
"429",147,610
"430",147,611
"431",147,612
"432",147,613
"433",147,614
"434",147,615
"435",147,616
"436",147,617
"437",147,618
"438",147,619
"439",147,620
"440",147,621
"441",147,622
"442",147,623
"443",148,624
"444",148,625
"445",148,626
"446",148,627
"447",149,628
"448",149,629
"449",149,630
"450",149,631
